Quest Name,Objective,Steps,Min Level,Max Level,First Step Position
Lexos Director's Office,"Lexos Director's Office: Objective #2",1,15,99,"(63.63, 6.89, 313.26)"
Lexos Director's Office,"Lexos Director's Office: Objective #3",1,15,99,"(68.79, 6.88, 319.64)"
Lexos Director's Office,"Lexos Director's Office: Objective #4",1,15,99,"(67.19, 6.88, 308.38)"
Concordia Basement Security Room,"Concordia Basement Security Room: Objective #1",1,15,99,"(209.81, -1.23, 410.75)"
Concordia Apartment 64,"Concordia Apartment 64: Objective #1",1,15,99,"(277.64, 6.37, 381.55)"
Concordia Apartment 64,"Concordia Apartment 64: Objective #2",1,15,99,"(279.19, 6.37, 386.98)"
Checkannaya 15,"Checkannaya 15: Objective #1",1,0,99,"(107.03, 3.81, 223.79)"
Checkannaya 15,"Checkannaya 15: Objective #2",1,0,99,"(122.38, 3.57, 218.81)"
Checkannaya 15,"Checkannaya 15: Objective #3",1,0,99,"(126.53, 2.80, 231.44)"
Checkannaya 15,"Checkannaya 15: Objective #4",1,0,99,"(131.46, 3.57, 234.05)"
Checkannaya 15,"Checkannaya 15: Objective #5",1,0,99,"(136.66, 3.57, 229.49)"
Checkannaya 15,"Checkannaya 15: Objective #6",1,0,99,"(140.62, 3.60, 233.00)"
Checkannaya 15,"Checkannaya 15: Objective #7",1,0,99,"(150.04, 3.63, 230.11)"
Checkannaya 15,"Checkannaya 15: Objective #8",1,0,99,"(153.57, 3.66, 233.85)"
Lexos North Entry,"Lexos North Entry: Objective #1",1,0,99,"(84.92, 2.80, 266.06)"
Lexos North Entry,"Lexos North Entry: Objective #2",1,0,99,"(70.25, 2.70, 266.67)"
Lexos North Entry,"Lexos North Entry: Objective #3",2,0,99,"(67.60, 5.13, 266.61)"
Lexos Center,"Lexos Center: Objective #1",1,0,99,"(80.72, 2.60, 278.85)"
Lexos Center,"Lexos Center: Objective #2",1,0,99,"(76.29, 2.76, 287.85)"
Lexos Center,"Lexos Center: Objective #3",1,0,99,"(77.70, 2.75, 297.15)"
Lexos Center,"Lexos Center: Objective #4",1,0,99,"(84.62, 2.75, 297.03)"
Lexos Center,"Lexos Center: Objective #5",1,0,99,"(80.18, 2.94, 324.43)"
Lexos Garage,"Lexos Garage: Objective #1",1,0,99,"(94.92, 2.66, 284.17)"
Lexos Garage,"Lexos Garage: Objective #2",1,0,99,"(100.88, 2.65, 289.59)"
Lexos Garage,"Lexos Garage: Objective #3",1,0,99,"(97.13, 2.65, 302.63)"
Lexos Garage,"Lexos Garage: Objective #4",1,0,99,"(95.20, 2.65, 309.32)"
Lexos Garage,"Lexos Garage: Objective #5",1,0,99,"(99.47, 7.03, 304.98)"
Lexos Garage,"Lexos Garage: Objective #6",1,0,99,"(100.09, 7.03, 298.62)"
Lexos South Entry,"Lexos South Entry: Objective #1",1,0,99,"(100.00, 2.60, 331.09)"
Lexos South Entry,"Lexos South Entry: Objective #2",1,0,99,"(92.09, 2.60, 338.57)"
Lexos South Entry,"Lexos South Entry: Objective #3",1,0,99,"(87.78, 2.60, 354.00)"
Lexos South Entry,"Lexos South Entry: Objective #4",1,0,99,"(83.12, 2.75, 354.27)"
Lexos South Entry,"Lexos South Entry: Objective #5",1,0,99,"(70.62, 2.83, 349.57)"
Lexos South Entry,"Lexos South Entry: Objective #6",1,0,99,"(70.59, 2.60, 339.39)"
Lexos South Entry,"Lexos South Entry: Objective #7",1,0,99,"(78.38, 2.66, 333.96)"
Lexos Offices,"Lexos Offices: Objective #1",1,0,99,"(60.38, 2.80, 336.54)"
Lexos Offices,"Lexos Offices: Objective #2",1,0,99,"(57.61, 2.84, 338.84)"
Lexos Offices,"Lexos Offices: Objective #3",1,0,99,"(58.09, 2.80, 346.55)"
Lexos Offices,"Lexos Offices: Objective #4",1,0,99,"(65.14, 2.80, 342.31)"
Lexos Offices,"Lexos Offices: Objective #5",1,0,99,"(57.02, 5.81, 337.83)"
Lexos Offices,"Lexos Offices: Objective #6",1,0,99,"(58.07, 5.83, 346.14)"
Petersen Center,"Petersen Center: Objective #1",1,0,99,"(-126.34, 2.34, 334.21)"
Petersen Center,"Petersen Center: Objective #2",1,0,99,"(-151.41, 2.24, 340.16)"
Petersen Center,"Petersen Center: Objective #3",4,0,99,"(-141.28, 2.24, 333.90)"
Petersen Center,"Petersen Center: Objective #4",1,0,99,"(-128.16, 2.24, 344.96)"
Finance Building,"Finance Building: Objective #1",2,0,99,"(-185.22, 2.75, 225.92)"
Finance Building,"Finance Building: Objective #2",1,0,99,"(-185.19, 6.12, 223.28)"
Finance Building,"Finance Building: Objective #3",1,0,99,"(-176.12, 6.12, 226.47)"
Finance Building,"Finance Building: Objective #4",3,0,99,"(-163.22, 6.12, 229.75)"
Pinewood Hotel Dentist,"Pinewood Hotel Dentist: Objective #1",1,0,99,"(-38.30, 0.95, 46.04)"
Pinewood Hotel Dentist,"Pinewood Hotel Dentist: Objective #2",1,0,99,"(-60.77, 0.86, 54.05)"
Pinewood Hotel Dentist,"Pinewood Hotel Dentist: Objective #3",1,0,99,"(-44.56, 1.32, 57.59)"
Pinewood Hotel Dentist,"Pinewood Hotel Dentist: Objective #4",1,0,99,"(-59.54, 1.32, 59.62)"
Pinewood Hotel Dentist,"Pinewood Hotel Dentist: Objective #5",1,0,99,"(-59.45, 1.32, 62.34)"
Post Office,"Post Office: Objective #1",1,0,99,"(46.77, 1.22, 96.08)"
Post Office,"Post Office: Objective #2",3,0,99,"(48.52, 1.22, 102.25)"
Post Office,"Post Office: Objective #3",2,0,99,"(40.97, 1.22, 122.46)"
Primorsky Locked Apartment,"Primorsky Locked Apartment: Objective #1",1,0,99,"(59.88, 0.56, 44.98)"
Primorsky Locked Apartment,"Primorsky Locked Apartment: Objective #2",1,0,99,"(50.22, 0.56, 44.25)"
Primorsky Locked Apartment,"Primorsky Locked Apartment: Objective #3",1,0,99,"(59.36, 0.56, 37.69)"
Primorsky Locked Apartment,"Primorsky Locked Apartment: Objective #4",1,0,99,"(50.25, 0.61, 34.26)"
Checkannaya 15 Upstairs,"Checkannaya 15 Upstairs: Objective #1",1,0,99,"(131.23, 3.57, 227.22)"
Checkannaya 15 Upstairs,"Checkannaya 15 Upstairs: Objective #2",2,0,99,"(145.43, 3.59, 209.11)"
Checkannaya 15 Upstairs,"Checkannaya 15 Upstairs: Objective #3",1,0,99,"(131.13, 9.53, 219.00)"
Checkannaya 15 Upstairs,"Checkannaya 15 Upstairs: Objective #4",1,0,99,"(131.67, 9.53, 233.57)"
Convoy,"Convoy: Objective #1",3,0,99,"(15.99, 2.53, 250.71)"
Convoy,"Convoy: Objective #2",2,0,99,"(4.36, 2.07, 205.19)"
Nikitskaya 6,"Nikitskaya 6: Objective #1",1,0,99,"(-92.42, 3.31, 287.11)"
Nikitskaya 6,"Nikitskaya 6: Objective #2",1,0,99,"(-88.81, 8.42, 286.90)"
Nikitskaya 6,"Nikitskaya 6: Objective #3",1,0,99,"(-104.53, 8.63, 289.52)"
Nikitskaya 6,"Nikitskaya 6: Objective #4",1,0,99,"(-133.82, 8.36, 292.37)"
Nikitskaya 6,"Nikitskaya 6: Objective #5",1,0,99,"(-131.35, 8.36, 285.27)"
Nikitskaya 6,"Nikitskaya 6: Objective #6",1,0,99,"(-131.04, 8.75, 272.53)"
Nikitskaya 6,"Nikitskaya 6: Objective #7",1,0,99,"(-130.53, 13.14, 267.38)"
Nikitskaya 6,"Nikitskaya 6: Objective #8",1,0,99,"(-109.48, 2.66, 285.04)"
Dostoevsky Restaurant,"Dostoevsky Restaurant: Objective #1",1,0,99,"(-193.02, 2.39, 256.63)"
Dostoevsky Restaurant,"Dostoevsky Restaurant: Objective #2",1,0,99,"(-199.20, 7.03, 238.36)"
Dostoevsky Restaurant,"Dostoevsky Restaurant: Objective #3",1,0,99,"(-198.57, 7.03, 255.96)"
Primorksy 46,"Primorksy 46: Objective #1",1,0,99,"(44.47, 10.21, 120.66)"
Primorksy 46,"Primorksy 46: Objective #2",1,0,99,"(45.05, 10.20, 96.20)"
Primorksy 46,"Primorksy 46: Objective #3",1,0,99,"(38.59, 10.20, 99.62)"
Primorksy 46,"Primorksy 46: Objective #4",1,0,99,"(52.79, 7.23, 86.60)"
Primorksy 46,"Primorksy 46: Objective #5",2,0,99,"(37.30, 7.21, 87.23)"
Primorksy 46,"Primorksy 46: Objective #6",1,0,99,"(35.95, 7.20, 100.64)"
Primorksy 46,"Primorksy 46: Objective #7",1,0,99,"(44.79, 7.19, 121.61)"
Primorksy 46,"Primorksy 46: Objective #8",1,0,99,"(44.32, 4.23, 93.88)"
Underpass Stores,"Underpass Stores: Objective #1",1,0,99,"(11.61, -3.73, -16.38)"
Underpass Stores,"Underpass Stores: Objective #2",1,0,99,"(5.04, -3.68, -0.80)"
Underpass Stores,"Underpass Stores: Objective #3",1,0,99,"(11.47, -3.68, -9.16)"
Concordia Goshan,"Concordia Goshan: Objective #1",2,0,99,"(278.64, 3.36, 388.84)"
Concordia Apartment 8,"Concordia Apartment 8: Objective #1",1,0,99,"(225.85, 9.38, 396.85)"
Concordia Building 9 Gym,"Concordia Building 9 Gym: Objective #1",1,0,99,"(138.13, 3.51, 382.36)"
Concordia Building 9 Gym,"Concordia Building 9 Gym: Objective #2",1,0,99,"(147.40, 3.51, 385.38)"
Concordia Building 9 Gym,"Concordia Building 9 Gym: Objective #3",1,0,99,"(149.39, 3.55, 370.92)"
Concordia Building 9 Gym,"Concordia Building 9 Gym: Objective #4",1,0,99,"(135.74, 3.57, 375.83)"
Concordia Building 9 Office,"Concordia Building 9 Office: Objective #1",1,0,99,"(145.35, 3.51, 354.51)"
Concordia Building 9 Office,"Concordia Building 9 Office: Objective #2",1,0,99,"(150.35, 6.50, 353.25)"
Concordia Building 9 Office,"Concordia Building 9 Office: Objective #3",1,0,99,"(135.91, 6.54, 345.41)"
Construction,"Construction: Objective #1",1,0,99,"(183.92, 3.51, 323.69)"
Construction,"Construction: Objective #2",1,0,99,"(202.68, 3.63, 331.19)"
Construction,"Construction: Objective #3",1,0,99,"(180.13, 6.07, 312.15)"
Construction,"Construction: Objective #4",1,0,99,"(187.19, 3.48, 261.00)"
Construction,"Construction: Objective #5",1,0,99,"(194.83, 4.00, 291.58)"
Construction,"Construction: Objective #6",1,0,99,"(211.42, 3.97, 304.52)"
Construction,"Construction: Objective #7",1,0,99,"(197.71, 3.97, 303.58)"
Construction,"Construction: Objective #8",1,0,99,"(203.99, 6.85, 289.05)"
Construction,"Construction: Objective #9",1,0,99,"(196.58, 6.86, 302.02)"
Construction,"Construction: Objective #10",1,0,99,"(206.40, 6.85, 305.49)"
Sparja,"Sparja: Objective #1",1,0,99,"(162.40, 3.82, 303.96)"
Sparja,"Sparja: Objective #2",1,0,99,"(147.72, 3.86, 289.69)"
Sparja,"Sparja: Objective #3",1,0,99,"(122.84, 3.78, 298.04)"
Sparja,"Sparja: Objective #4",1,0,99,"(110.94, 3.80, 299.13)"
Sparja,"Sparja: Objective #5",1,0,99,"(133.58, 3.81, 305.38)"
Sparja,"Sparja: Objective #6",1,0,99,"(124.58, 6.78, 287.84)"
Koener Steak and Grill,"Koener Steak and Grill: Objective #1",1,0,99,"(47.73, 3.16, 396.22)"
Primorsky Extract Area,"Primorsky Extract Area: Objective #1",1,0,99,"(9.38, 2.17, 445.33)"
TrainHard,"TrainHard: Objective #1",1,0,99,"(-167.15, 2.44, 465.08)"
S Cinema Store,"S Cinema Store: Objective #1",1,0,99,"(-178.71, 2.34, 412.05)"
Cinema,"Cinema: Objective #1",2,0,99,"(-168.86, 8.61, 405.70)"
Cinema,"Cinema: Objective #2",4,0,99,"(-193.10, 9.59, 405.73)"
Cinema,"Cinema: Objective #3",2,0,99,"(-167.44, 11.22, 413.98)"
Cinema,"Cinema: Objective #4",3,0,99,"(-163.62, 14.22, 401.75)"
Cinema,"Cinema: Objective #5",1,0,99,"(-192.80, 8.65, 418.26)"
Cinema,"Cinema: Objective #6",1,0,99,"(-186.27, 8.62, 382.13)"
Cinema Hideout,"Cinema Hideout: Objective #1",1,0,99,"(-136.31, 2.55, 399.62)"
Cinema Hideout,"Cinema Hideout: Objective #2",1,0,99,"(-130.57, 2.39, 395.15)"
Cinema Courtyard,"Cinema Courtyard: Objective #1",1,0,99,"(-88.35, -0.13, 415.48)"
Bilbo Coffee,"Bilbo Coffee: Objective #1",1,0,99,"(-78.68, 2.24, 346.67)"
Bilbo Coffee,"Bilbo Coffee: Objective #2",1,0,99,"(-78.47, 3.21, 336.49)"
Bilbo Coffee,"Bilbo Coffee: Objective #3",1,0,99,"(-58.07, 3.21, 328.74)"
Bilbo Coffee,"Bilbo Coffee: Objective #4",1,0,99,"(-32.70, 2.24, 318.87)"
Diner,"Diner: Objective #1",1,0,99,"(-78.99, 2.39, 235.60)"
Diner,"Diner: Objective #2",1,0,99,"(-84.37, 3.51, 234.71)"
Diner Hideout,"Diner Hideout: Objective #1",1,0,99,"(-115.48, 5.35, 246.52)"
Car Lot Office,"Car Lot Office: Objective #1",2,0,99,"(-154.49, 2.24, 226.67)"
Pinewood Hotel Basement Access,"Pinewood Hotel Basement Access: Objective #1",1,0,99,"(-117.71, 0.86, 67.32)"
Pinewood Hotel Basement Access,"Pinewood Hotel Basement Access: Objective #2",1,0,99,"(-102.42, 1.32, 64.21)"
Pinewood Hotel 2nd Floor,"Pinewood Hotel 2nd Floor: Objective #1",1,0,99,"(-78.40, 5.12, 51.87)"
Pinewood Hotel 2nd Floor,"Pinewood Hotel 2nd Floor: Objective #2",1,0,99,"(-67.24, 5.28, 52.16)"
Pinewood Hotel 2nd Floor,"Pinewood Hotel 2nd Floor: Objective #3",1,0,99,"(-48.36, 5.06, 63.08)"
Pinewood Hotel Main Entrance,"Pinewood Hotel Main Entrance: Objective #1",1,0,99,"(-111.45, 5.13, 85.10)"
Pinewood Hotel Main Entrance,"Pinewood Hotel Main Entrance: Objective #2",1,0,99,"(-117.64, 1.44, 101.11)"
Pinewood Hotel Main Entrance,"Pinewood Hotel Main Entrance: Objective #3",1,0,99,"(-93.65, 1.54, 120.16)"
Pinewood Hotel Sparja,"Pinewood Hotel Sparja: Objective #1",1,0,99,"(-84.88, 1.42, 172.93)"
Pinewood Hotel Sparja,"Pinewood Hotel Sparja: Objective #2",1,0,99,"(-82.25, 1.42, 162.76)"
Pinewood Hotel Sparja,"Pinewood Hotel Sparja: Objective #3",1,0,99,"(-76.65, 1.48, 157.76)"
Pinewood Hotel Sparja,"Pinewood Hotel Sparja: Objective #4",1,0,99,"(-59.55, 1.52, 162.71)"
Pinewood Hotel Sparja,"Pinewood Hotel Sparja: Objective #5",1,0,99,"(-56.38, 1.50, 149.10)"
Pinewood Hotel Burger Spot,"Pinewood Hotel Burger Spot: Objective #1",1,0,99,"(-25.29, 1.42, 138.73)"
Pinewood Hotel Burger Spot,"Pinewood Hotel Burger Spot: Objective #2",1,0,99,"(-37.77, 1.42, 137.83)"
Pinewood Hotel Burger Spot,"Pinewood Hotel Burger Spot: Objective #3",1,0,99,"(-27.00, 1.42, 128.44)"
Pinewood Hotel Burger Spot,"Pinewood Hotel Burger Spot: Objective #4",1,0,99,"(-26.58, 1.42, 149.06)"
Nikita Cafe,"Nikita Cafe: Objective #1",1,0,99,"(-165.34, 3.15, 180.15)"
Shestyorochka,"Shestyorochka: Objective #1",1,0,99,"(-201.08, 3.41, 189.98)"
Shestyorochka,"Shestyorochka: Objective #2",3,0,99,"(-211.64, 3.41, 182.95)"
ALCO-Point,"ALCO-Point: Objective #1",1,0,99,"(-218.18, 2.26, 281.32)"
ALCO-Point,"ALCO-Point: Objective #2",1,0,99,"(-229.97, 2.24, 283.43)"
ALCO-Point,"ALCO-Point: Objective #3",2,0,99,"(-220.29, 5.29, 277.44)"
ALCO-Point,"ALCO-Point: Objective #4",1,0,99,"(-203.27, 2.27, 290.87)"
Coffee Joy,"Coffee Joy: Objective #1",1,0,99,"(39.61, 1.22, 66.19)"
Coffee Joy,"Coffee Joy: Objective #2",1,0,99,"(38.05, 1.22, 73.27)"
Coffee Joy,"Coffee Joy: Objective #3",1,0,99,"(51.73, 1.22, 81.50)"
Pharmacy,"Pharmacy: Objective #1",1,0,99,"(40.52, 2.75, 163.14)"
Pharmacy,"Pharmacy: Objective #2",1,0,99,"(46.69, 2.70, 150.35)"
Pharmacy,"Pharmacy: Objective #3",1,0,99,"(51.36, 2.70, 155.98)"
Pharmacy,"Pharmacy: Objective #4",1,0,99,"(41.41, 2.70, 169.50)"
Census Building,"Census Building: Objective #1",1,0,99,"(72.15, 0.46, 139.75)"
Census Building,"Census Building: Objective #2",1,0,99,"(83.85, 0.91, 142.59)"
Census Building,"Census Building: Objective #3",1,0,99,"(79.06, 0.91, 125.69)"
Census Building,"Census Building: Objective #4",1,0,99,"(86.58, 0.91, 129.95)"
Census Building,"Census Building: Objective #5",1,0,99,"(77.17, 3.92, 134.41)"
Brodian Pub,"Brodian Pub: Objective #1",1,0,99,"(117.56, 0.56, 114.56)"
Brodian Pub,"Brodian Pub: Objective #2",1,0,99,"(108.78, 0.51, 114.63)"
Prestigio,"Prestigio: Objective #1",1,0,99,"(40.56, 2.86, 232.54)"
Aba,"Aba: Objective #1",1,0,99,"(44.56, 2.85, 205.94)"
Theater Construction,"Theater Construction: Objective #1",1,0,99,"(-16.90, 2.68, 242.34)"
Theater Hideout,"Theater Hideout: Objective #1",1,0,99,"(-35.35, 3.39, 240.15)"
Malevicha 2,"Malevicha 2: Objective #1",1,0,99,"(-187.76, 7.20, 281.31)"
Malevicha 2,"Malevicha 2: Objective #2",1,0,99,"(-174.64, 7.19, 289.00)"
Nikitskaya 8,"Nikitskaya 8: Objective #1",1,0,99,"(-148.10, 6.18, 265.20)"
Zmejsky 5,"Zmejsky 5: Objective #1",1,0,99,"(134.03, 4.59, 152.40)"
Zmejsky 5,"Zmejsky 5: Objective #2",1,0,99,"(116.65, 13.52, 136.89)"
Zmejsky 3,"Zmejsky 3: Objective #1",1,0,99,"(120.00, 4.04, 121.79)"
Zmejsky 3,"Zmejsky 3: Objective #2",1,0,99,"(105.83, 4.05, 129.69)"
Primorksy 48,"Primorksy 48: Objective #1",1,0,99,"(51.02, 5.71, 153.59)"
Primorksy 48,"Primorksy 48: Objective #2",1,0,99,"(34.89, 5.75, 150.64)"
Primorksy 48 Bridge,"Primorksy 48 Bridge: Objective #1",4,0,99,"(48.54, 11.73, 142.87)"
Primorksy 48 Apt 10,"Primorksy 48 Apt 10: Objective #1",1,0,99,"(37.53, 11.73, 151.08)"
Primorksy 48 Apt 10,"Primorksy 48 Apt 10: Objective #2",1,0,99,"(35.69, 11.73, 155.65)"
Crash Site Warehouse,"Crash Site Warehouse: Objective #1",1,0,99,"(143.32, 3.25, 454.57)"
Crash Site Warehouse,"Crash Site Warehouse: Objective #2",1,0,99,"(140.64, 3.40, 443.77)"
Crash Site Warehouse,"Crash Site Warehouse: Objective #3",1,0,99,"(143.63, 6.22, 454.58)"
School,"School: Objective #1",1,0,99,"(208.31, 0.35, 139.28)"
School,"School: Objective #2",1,0,99,"(202.87, 0.35, 113.46)"
School,"School: Objective #3",1,0,99,"(212.95, 3.82, 115.30)"
School,"School: Objective #4",1,0,99,"(217.72, 3.84, 107.03)"
School,"School: Objective #5",2,0,99,"(213.81, 3.82, 122.16)"
Building across from Brodian Pub,"Building across from Brodian Pub: Objective #1",1,0,99,"(138.51, -1.33, 78.68)"
Building across from Brodian Pub,"Building across from Brodian Pub: Objective #2",1,0,99,"(135.40, -1.33, 97.26)"
Terragroup Building,"Terragroup Building: Objective #1",2,0,99,"(56.34, 0.25, -74.13)"
Terragroup Building,"Terragroup Building: Objective #2",1,0,99,"(62.53, 0.25, -78.14)"
Terragroup Building,"Terragroup Building: Objective #3",1,0,99,"(44.65, 0.25, -75.06)"
Terragroup Building,"Terragroup Building: Objective #4",1,0,99,"(45.15, 0.29, -54.79)"
Terragroup Office,"Terragroup Office: Objective #1",2,0,99,"(-33.83, 6.63, -111.55)"
Terragroup Office,"Terragroup Office: Objective #2",2,0,99,"(-38.37, 6.86, -118.51)"
Mall Storage and Construction,"Mall Storage and Construction: Objective #1",1,0,99,"(-104.60, 0.61, -42.02)"
Mall Storage and Construction,"Mall Storage and Construction: Objective #2",1,0,99,"(-114.05, 0.71, -64.76)"
Mall Storage and Construction,"Mall Storage and Construction: Objective #3",1,0,99,"(-117.62, 0.66, -69.00)"
Mall Storage and Construction Rear,"Mall Storage and Construction Rear: Objective #1",1,0,99,"(-147.37, 0.67, -69.85)"
Mall Storage and Construction Rear,"Mall Storage and Construction Rear: Objective #2",1,0,99,"(-107.37, 0.66, -71.28)"
Beluga,"Beluga: Objective #1",6,0,99,"(-38.47, 0.61, -45.17)"
Beluga,"Beluga: Objective #2",4,0,99,"(-27.94, 5.22, -33.93)"
Beluga,"Beluga: Objective #3",2,0,99,"(-60.29, 5.15, -28.02)"
Beluga,"Beluga: Objective #4",1,0,99,"(-47.56, 9.64, -71.96)"
Beluga,"Beluga: Objective #5",1,0,99,"(-36.71, 9.66, -73.13)"
Beluga,"Beluga: Objective #6",4,0,99,"(-22.34, 9.65, -60.50)"
Beluga Rear Storage,"Beluga Rear Storage: Objective #1",1,0,99,"(-41.65, 0.61, -67.75)"
Beluga Rear Storage,"Beluga Rear Storage: Objective #2",1,0,99,"(-61.98, 0.66, -69.29)"
Primorsky Courtyard,"Primorsky Courtyard: Objective #1",2,0,99,"(56.35, 0.48, 65.85)"
Primorsky Courtyard,"Primorsky Courtyard: Objective #2",2,0,99,"(109.90, -1.79, 88.88)"
Primorsky Courtyard,"Primorsky Courtyard: Objective #3",2,0,99,"(77.21, 0.53, 103.88)"
Primorsky Courtyard,"Primorsky Courtyard: Objective #4",2,0,99,"(72.19, 0.47, 121.30)"
Primorsky Courtyard,"Primorsky Courtyard: Objective #5",2,0,99,"(91.04, 0.96, 165.84)"
Primorsky Courtyard,"Primorsky Courtyard: Objective #6",2,0,99,"(69.72, 0.88, 190.37)"
Primorsky Courtyard,"Primorsky Courtyard: Objective #7",2,0,99,"(55.31, 1.99, 211.80)"
Primorsky Courtyard,"Primorsky Courtyard: Objective #8",2,0,99,"(102.54, 1.87, 210.89)"
Primorsky Courtyard,"Primorsky Courtyard: Objective #9",2,0,99,"(130.04, 1.84, 203.03)"
Pinewood Hotel Patrol,"Pinewood Hotel Patrol: Objective #1",2,0,99,"(-29.59, 2.14, 59.38)"
Pinewood Hotel Patrol,"Pinewood Hotel Patrol: Objective #2",2,0,99,"(-46.75, 0.97, 113.85)"
Pinewood Hotel Patrol,"Pinewood Hotel Patrol: Objective #3",2,0,99,"(-84.42, 0.81, 140.10)"
Pinewood Hotel Patrol,"Pinewood Hotel Patrol: Objective #4",2,0,99,"(-118.40, 1.47, 116.38)"
Pinewood Hotel Patrol,"Pinewood Hotel Patrol: Objective #5",2,0,99,"(-111.09, 0.82, 82.57)"
Pinewood Hotel Patrol,"Pinewood Hotel Patrol: Objective #6",2,0,99,"(-59.40, 0.92, 71.29)"
Pinewood Hotel Patrol,"Pinewood Hotel Patrol: Objective #7",2,0,99,"(-79.61, 1.42, 108.16)"
Pinewood Hotel Patrol,"Pinewood Hotel Patrol: Objective #8",2,0,99,"(-59.36, 1.00, 91.55)"
Cinema Sniping,"Cinema Sniping: Objective #1",2,0,99,"(-155.49, 8.62, 417.75)"
Cinema Sniping,"Cinema Sniping: Objective #2",2,0,99,"(-141.06, 8.65, 407.46)"
Cinema Sniping,"Cinema Sniping: Objective #3",2,0,99,"(-140.65, 8.66, 393.07)"
Cinema Sniping,"Cinema Sniping: Objective #4",2,0,99,"(-155.32, 8.64, 379.41)"
Cinema Sniping,"Cinema Sniping: Objective #5",2,0,99,"(-181.62, 8.61, 376.93)"
Concordia Courtyard,"Concordia Courtyard: Objective #1",2,0,99,"(251.38, 3.47, 391.86)"
Concordia Courtyard,"Concordia Courtyard: Objective #2",2,0,99,"(237.17, 3.49, 342.25)"
Concordia Courtyard,"Concordia Courtyard: Objective #3",2,0,99,"(203.38, 3.46, 367.62)"
Concordia Basement,"Concordia Basement: Objective #1",1,0,99,"(258.86, -1.23, 357.06)"
Concordia Basement,"Concordia Basement: Objective #2",2,0,99,"(201.48, -1.23, 378.85)"
Concordia Basement,"Concordia Basement: Objective #3",1,0,99,"(156.46, -1.23, 356.11)"
Concordia Basement,"Concordia Basement: Objective #4",1,0,99,"(264.19, -1.23, 369.69)"
Crash SW Apartment,"Crash SW Apartment: Objective #1",1,0,99,"(276.65, 3.63, 503.03)"
Father and Sons Apartments,"Father and Sons Apartments: Objective #1",1,0,99,"(80.38, 2.85, 221.76)"
Father and Sons Apartments,"Father and Sons Apartments: Objective #2",1,0,99,"(55.94, 12.33, 235.75)"
Golden World,"Golden World: Objective #1",1,0,99,"(118.64, -0.41, 43.30)"
Golden World,"Golden World: Objective #2",1,0,99,"(105.25, -1.67, 36.96)"
Shop Near Kamchatskaya Arch,"Shop Near Kamchatskaya Arch: Objective #1",1,0,99,"(247.78, -4.19, 51.93)"
Apartments Across from Kamchatskaya Arch,"Apartments Across from Kamchatskaya Arch: Objective #1",2,0,99,"(227.39, -4.03, 58.66)"
Spawns South of Kamchatskaya Arch,"Spawns South of Kamchatskaya Arch: Objective #1",1,0,99,"(244.24, -2.82, 85.92)"
Spawns South of Kamchatskaya Arch,"Spawns South of Kamchatskaya Arch: Objective #2",1,0,99,"(251.58, -1.43, 120.80)"
West Car Garage Bag,"West Car Garage Bag: Objective #1",1,0,99,"(219.27, 0.63, 206.97)"
West Apartments Near Car Garage,"West Apartments Near Car Garage: Objective #1",3,0,99,"(182.33, 6.39, 176.79)"
Vet Clinic,"Vet Clinic: Objective #1",1,0,99,"(225.15, 0.61, 174.80)"
Children's Polyclinic No. 69,"Children's Polyclinic No. 69: Objective #1",1,0,99,"(183.17, -1.02, 120.82)"
Children's Polyclinic No. 69,"Children's Polyclinic No. 69: Objective #2",1,0,99,"(181.95, 1.78, 122.81)"
Children's Polyclinic No. 69,"Children's Polyclinic No. 69: Objective #3",1,0,99,"(183.22, 1.78, 102.43)"
Klimova 16A Adjacent Building,"Klimova 16A Adjacent Building: Objective #1",1,0,99,"(163.41, -0.82, 44.83)"
Klimova 16A,"Klimova 16A: Objective #1",2,0,99,"(191.36, -4.65, 61.13)"
Klimova 16A,"Klimova 16A: Objective #2",2,0,99,"(187.23, -4.64, 75.86)"
Klimova 16A,"Klimova 16A: Objective #3",1,0,99,"(189.68, -1.13, 54.46)"
Expo Building,"Expo Building: Objective #1",1,0,99,"(233.53, -2.10, -106.67)"
Cardinal West Building,"Cardinal West Building: Objective #1",1,0,99,"(178.89, -1.48, -127.42)"
Cardinal West Courtyard,"Cardinal West Courtyard: Objective #1",1,0,99,"(126.64, -1.84, -122.46)"
Cardinal East Building,"Cardinal East Building: Objective #1",1,0,99,"(44.25, 8.92, -143.32)"
Cardinal East Building,"Cardinal East Building: Objective #2",1,0,99,"(68.33, 12.70, -134.77)"
Cardinal East Building,"Cardinal East Building: Objective #3",2,0,99,"(69.51, 12.70, -124.74)"
Cardinal East Courtyard Sniping,"Cardinal East Courtyard Sniping: Objective #1",2,0,99,"(71.26, 3.97, -116.05)"
Cardinal East Courtyard Sniping,"Cardinal East Courtyard Sniping: Objective #2",2,0,99,"(84.39, 3.99, -132.49)"
Cardinal South Building,"Cardinal South Building: Objective #1",1,0,99,"(143.81, -1.43, -41.52)"
Cardinal South Building,"Cardinal South Building: Objective #2",1,0,99,"(124.52, -1.40, -27.68)"
Apartments near Tonni Hellfinger,"Apartments near Tonni Hellfinger: Objective #1",1,0,99,"(-61.72, 6.27, -146.01)"
Apartments near Tonni Hellfinger,"Apartments near Tonni Hellfinger: Objective #2",1,0,99,"(-50.73, 9.28, -154.45)"
